what,kind,bundleId,bundleVersion,description,time
error,log,,,"Unhandled event loop exception",1299464830489
error,log,,,"Unhandled event loop exception",1299464830741
error,log,,,"Unhandled event loop exception",1299464831408
error,log,,,"Unhandled event loop exception",1299464832211
error,log,,,"Unhandled event loop exception",1299464832393
error,log,,,"Unhandled event loop exception",1299464832597
error,log,,,"Unhandled event loop exception",1299464832807
error,log,,,"Unhandled event loop exception",1299464832934
error,log,,,"Unhandled event loop exception",1299464833022
error,log,,,"Unhandled event loop exception",1299464833120
error,log,,,"Unhandled event loop exception",1299464835507
error,log,,,"Unhandled event loop exception",1299464846609
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299464848467
activated,editor,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1299464848910
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1299464850385
activated,editor,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1299464850992
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299464857446
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299464869822
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1299464870081
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1299464870636
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1299464871699
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1299464871709
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1299464872254
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1299464874527
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1299464877353
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1299464877526
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1299464878641
closed,editor,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1299464878642
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1299464878807
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1299464880338
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299464883751
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1299464900819
started,bundle,org.eclipse.emf.codegen,2.6.0.v20100914-1218,"org.eclipse.emf.codegen",1299464906232
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299464906509
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1299464907108
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1299464907221
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299464908144
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299464912796
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1299464914544
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1299464914968
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1299464915747
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1299464921930
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1299464922255
started,bundle,org.eclipse.ui.views.log,1.0.100.v20110210_r362,"org.eclipse.ui.views.log",1299464922288
started,bundle,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui",1299464922293
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1299464923044
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1299464926288
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1299464927925
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1299464940085
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299464944221
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299464946343
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1299464949426
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299464949673
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299464952412
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299464952963
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299464956139
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1299464958059
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1299464988520
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1299465019893
