what,kind,bundleId,bundleVersion,description,time
ws,sysinfo,,,"win32",1299554229409
locale,sysinfo,,,"zh_TW",1299554229409
processors,sysinfo,,,"2",1299554229409
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1299554229409
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1299554229409
java.specification.name,sysinfo,,,"Java Platform API Specification",1299554229409
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1299554229409
java.specification.version,sysinfo,,,"1.6",1299554229409
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1299554229409
java.version,sysinfo,,,"1.6.0_23",1299554229409
java.vm.info,sysinfo,,,"mixed mode, sharing",1299554229409
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1299554229409
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1299554229409
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1299554229409
java.vm.specification.version,sysinfo,,,"1.0",1299554229409
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1299554229409
java.vm.version,sysinfo,,,"19.0-b09",1299554229409
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1299554229913
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1299554230198
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1299554230443
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1299554230666
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1299554230719
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1299554231642
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1299554231733
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1299554231799
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1299554232446
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1299554232681
started,bundle,org.eclipse.jdt.apt.core,3.3.402.R36_v20110120-1000,"org.eclipse.jdt.apt.core",1299554232962
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1299554233042
started,bundle,org.eclipse.wst.dtd.core,1.1.401.v201101122255,"org.eclipse.wst.dtd.core",1299554233857
started,bundle,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui",1299554234268
started,bundle,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.ui",1299554234273
started,bundle,org.eclipse.wst.sse.core,1.1.504.v201102160550,"org.eclipse.wst.sse.core",1299554234524
started,bundle,org.eclipse.jst.jsf.common,1.2.2.v201101211220,"org.eclipse.jst.jsf.common",1299554234663
started,bundle,org.eclipse.jst.jsf.core,1.3.3.v201102021253,"org.eclipse.jst.jsf.core",1299554234673
started,bundle,org.eclipse.jst.jsp.core,1.2.304.v201102160550,"org.eclipse.jst.jsp.core",1299554234870
